(2094382, 14, 'male', 0)
(1192601, 14, 'female', 0)
(2083884, 14, 'male', 0)
(1203168, 14, 'female', 0)
(1733186, 14, 'male', 0)
(1524765, 14, 'male', 0)
(1136133, 13, 'male', 0)
(1680361, 13, 'female', 0)
(1365174, 13, 'male', 0)
(1712567, 13, 'male', 0)
(1612453, 13, 'male', 0)
(2104073, 13, 'male', 0)
(1918584, 13, 'male', 0)
(1704433, 13, 'male', 0)
(1932519, 13, 'female', 0)
(1751722, 13, 'female', 0)
(1470850, 13, 'female', 0)
(1001768, 13, 'female', 0)
(1537661, 13, 'female', 0)
(1020296, 13, 'male', 0)
(1472643, 13, 'female', 0)
(2041297, 13, 'female', 0)
(1514978, 13, 'male', 0)
(1708962, 15, 'male', 0)
(1098955, 15, 'male', 0)
(1001243, 15, 'male', 0)
(2113084, 15, 'male', 0)
(2163454, 15, 'male', 0)
(1670750, 15, 'male', 0)
(1041376, 15, 'male', 0)
(1762274, 15, 'male', 0)
(1903650, 14, 'male', 0)
(2087235, 14, 'male', 0)
(1871735, 14, 'female', 0)
(1459785, 14, 'male', 0)
(1215208, 14, 'male', 0)
(1255528, 14, 'male', 0)
(1390333, 14, 'male', 0)
(1570689, 14, 'male', 0)
(1197377, 14, 'male', 0)
(1472999, 14, 'female', 0)
(1549614, 14, 'male', 0)
(2056802, 14, 'female', 0)
(2091823, 14, 'male', 0)
(1302193, 14, 'female', 0)
(1784528, 14, 'male', 0)
(1842851, 14, 'male', 0)
(1002019, 14, 'female', 0)
(2188166, 14, 'female', 0)
(1443541, 14, 'male', 0)
(1927282, 14, 'male', 0)
(1929885, 14, 'female', 0)
(2188851, 14, 'male', 0)
(1562606, 14, 'female', 0)
(1599485, 14, 'male', 0)
(2157419, 14, 'male', 0)
(1264260, 14, 'male', 0)
(1123633, 14, 'male', 0)
(2045259, 14, 'male', 0)
(1712642, 14, 'male', 0)
(1304645, 14, 'male', 0)
(1287843, 14, 'male', 0)
(1094094, 14, 'male', 0)
(1201176, 14, 'male', 0)
(1717785, 14, 'female', 0)
(1764393, 14, 'female', 0)
(1483573, 14, 'female', 0)
(2163813, 16, 'male', 0)
(1435172, 16, 'female', 0)
(1732320, 16, 'male', 0)
(1866176, 16, 'female', 0)
(1402504, 16, 'male', 0)
(1469691, 16, 'male', 0)
(1820036, 15, 'male', 0)
(1922550, 15, 'male', 0)
(1450870, 15, 'male', 0)
(2044883, 15, 'male', 0)
(2055501, 15, 'male', 0)
(1574525, 15, 'male', 0)
(1460963, 15, 'male', 0)
(1648391, 15, 'male', 0)
(2162779, 15, 'male', 0)
(1105499, 15, 'male', 0)
(1654852, 15, 'male', 0)
(1665635, 15, 'female', 0)
(2113685, 15, 'male', 0)
(1772186, 15, 'female', 0)
(1962161, 15, 'male', 0)
(1605442, 15, 'male', 0)
(2166096, 15, 'male', 0)
(1777296, 15, 'female', 0)
(1232281, 15, 'male', 0)
(1328833, 15, 'male', 0)
(1288621, 15, 'male', 0)
(1129704, 15, 'male', 0)
(1126847, 15, 'male', 0)
(1056469, 15, 'female', 0)
(2190921, 15, 'male', 0)
(1496299, 15, 'male', 0)
(1297545, 15, 'female', 0)
(1314465, 15, 'male', 0)
(1832374, 15, 'male', 0)
(2164634, 15, 'female', 0)
(1012962, 15, 'male', 0)
(1294086, 15, 'male', 0)
(1160530, 15, 'female', 0)
(1859444, 15, 'male', 0)
(1757068, 15, 'male', 0)
(1998492, 15, 'female', 0)
(1536686, 15, 'male', 0)
(2070224, 15, 'male', 0)
(1608131, 15, 'male', 0)
(1483131, 17, 'male', 0)
(1677748, 17, 'female', 0)
(1703844, 17, 'male', 0)
(1695626, 17, 'male', 0)
(1054620, 17, 'male', 0)
(1885663, 16, 'female', 0)
(1174983, 16, 'male', 0)
(1300831, 16, 'male', 0)
(1106680, 16, 'female', 0)
(1712570, 16, 'male', 0)
(1505398, 16, 'male', 0)
(2071007, 16, 'male', 0)
(1387870, 16, 'male', 0)
(1997182, 16, 'male', 0)
(1409046, 16, 'male', 0)
(1020864, 16, 'male', 0)
(1662734, 16, 'female', 0)
(1917166, 16, 'female', 0)
(1689737, 16, 'male', 0)
(1011372, 16, 'female', 0)
(2191252, 16, 'male', 0)
(2064115, 16, 'male', 0)
(1449467, 16, 'male', 0)
(1505097, 16, 'male', 0)
(1306187, 16, 'male', 0)
(1430230, 16, 'male', 0)
(2126242, 16, 'female', 0)
(1096123, 16, 'male', 0)
(1733413, 16, 'male', 0)
(2153790, 16, 'male', 0)
(1639871, 16, 'female', 0)
(1542192, 16, 'female', 0)
(1664129, 16, 'female', 0)
(1972405, 16, 'male', 0)
(1063625, 16, 'male', 0)
(1637546, 16, 'male', 0)
(1941254, 16, 'female', 0)
(1683116, 16, 'female', 0)
(1930035, 16, 'male', 0)
(2183422, 16, 'female', 0)
(1935024, 16, 'male', 0)
(1590837, 18, 'male', 0)
(1124403, 18, 'male', 0)
(1364002, 18, 'male', 0)
(2113653, 18, 'female', 0)
(1331161, 18, 'male', 0)
(1806987, 18, 'male', 0)
(2038590, 18, 'female', 0)
(2167676, 18, 'male', 0)
(2115759, 18, 'male', 0)
(1392458, 18, 'female', 0)
(2130453, 18, 'female', 0)
(1787586, 18, 'male', 0)
(1857274, 17, 'female', 0)
(1217755, 17, 'male', 0)
(1236697, 17, 'male', 0)
(1305639, 17, 'male', 0)
(1169785, 17, 'male', 0)
(1338620, 17, 'male', 0)
(1283356, 17, 'male', 0)
(1189040, 17, 'male', 0)
(2126886, 17, 'male', 0)
(1418034, 17, 'female', 0)
(2011449, 17, 'male', 0)
(1765562, 17, 'male', 0)
(1132306, 17, 'male', 0)
(1829874, 17, 'male', 0)
(1992636, 17, 'male', 0)
(1745834, 17, 'female', 0)
(2014775, 17, 'male', 0)
(1258751, 17, 'male', 0)
(1433135, 17, 'male', 0)
(1608002, 17, 'male', 0)
(1406080, 17, 'male', 0)
(1436760, 17, 'male', 0)
(1371735, 17, 'male', 0)
(1134075, 17, 'female', 0)
(1805783, 17, 'male', 0)
(1863042, 17, 'male', 0)
(1144392, 17, 'female', 0)
(1397700, 17, 'male', 0)
(1195181, 17, 'male', 0)
(1195657, 19, 'male', 0)
(1837868, 19, 'male', 0)
(1499423, 19, 'male', 0)
(1926687, 19, 'female', 0)
(1684975, 19, 'female', 0)
(1427988, 19, 'male', 0)
(1466108, 19, 'male', 0)
(1865261, 19, 'male', 0)
(1997609, 19, 'male', 0)
(1809067, 19, 'male', 0)
(1771745, 19, 'female', 0)
(1419434, 18, 'male', 0)
(1217995, 18, 'male', 0)
(1797921, 18, 'male', 0)
(1926902, 18, 'male', 0)
(1055143, 18, 'male', 0)
(2135230, 18, 'male', 0)
(2152684, 18, 'male', 0)
(1829876, 18, 'male', 0)
(2124960, 18, 'female', 0)
(1233567, 18, 'male', 0)
(1473866, 18, 'female', 0)
(2137248, 18, 'female', 0)
(1345501, 18, 'male', 0)
(1391733, 18, 'female', 0)
(1566554, 18, 'male', 0)
(1355491, 18, 'male', 0)
(1315805, 18, 'male', 0)
(1279723, 18, 'male', 0)
(1657516, 18, 'male', 0)
(1483400, 18, 'male', 0)
(1597450, 18, 'male', 0)
(1873685, 18, 'female', 0)
(1697288, 18, 'female', 0)
(1066015, 18, 'male', 0)
(2014766, 18, 'female', 0)
(1299611, 18, 'male', 0)
(1671638, 18, 'male', 0)
(2095653, 18, 'female', 0)
(2156614, 18, 'male', 0)
(1113350, 18, 'male', 0)
(1925696, 18, 'male', 0)
(1953166, 18, 'male', 0)
(1447319, 18, 'male', 0)
(1213224, 18, 'male', 0)
(1620718, 18, 'male', 0)
(1740994, 18, 'female', 0)
(1738708, 18, 'male', 0)
(1602191, 18, 'male', 0)
(1804128, 18, 'male', 0)
(1826582, 18, 'male', 0)
(1847360, 18, 'female', 0)
(2072899, 18, 'male', 0)
(1807988, 18, 'male', 0)
(1044397, 18, 'male', 0)
(1892920, 18, 'male', 0)
(1161951, 18, 'male', 0)
(2187313, 18, 'female', 0)
